id,first_name,last_name,gender,birthdate,deathdate,mother_id,father_id,spouse_id,children_ids
937,Casar,Whitebrook,Female,6/9/1912,7/30/1930,937,937,937,"[{},{},{}]"
938,Cathi,De Beauchamp,Female,2/18/1906,1/9/1913,938,938,938,"[{},{},{},{},{}]"
939,Leoine,Humes,Male,11/6/1939,2/6/1917,939,939,939,[{}]
940,Jyoti,Flewitt,Female,3/8/1920,4/20/1984,940,940,940,"[{},{}]"
941,Niall,Maine,Male,2/29/2004,8/23/1985,941,941,941,"[{},{},{},{}]"
942,Iorgos,Syne,Female,10/11/1905,11/17/1906,942,942,942,"[{},{}]"
943,Leigh,Kermannes,Male,7/2/1956,10/22/1927,943,943,943,"[{},{},{}]"
944,Cairistiona,Cossam,Male,11/20/1976,7/8/1917,944,944,944,"[{},{},{}]"
945,Evangelia,Linnit,Female,9/16/1923,1/28/1952,945,945,945,[{}]
946,Humbert,Guerola,Female,12/19/1932,5/2/1966,946,946,946,[{}]
947,Hastie,Kelwaybamber,Female,10/3/1952,6/20/1951,947,947,947,"[{},{},{}]"
948,Friederike,Clynmans,Male,12/17/1921,9/27/2010,948,948,948,"[{},{}]"
949,Sasha,McAnalley,Male,4/29/1959,12/24/1976,949,949,949,[{}]
950,Kermit,Le Grove,Female,6/5/1915,11/14/1929,950,950,950,"[{},{},{}]"
951,Gussi,McTrustram,Female,6/15/2016,5/20/1996,951,951,951,[{}]
952,Sumner,Lanchbery,Male,9/8/1966,1/18/1935,952,952,952,"[{},{}]"
953,Cam,Paramore,Male,5/30/1924,1/10/1918,953,953,953,"[{},{},{}]"
954,Rena,Drew-Clifton,Male,3/21/1971,12/24/1960,954,954,954,[]
955,Merle,Whether,Male,2/11/1950,3/29/1995,955,955,955,[{}]
956,Shalne,Goulbourn,Male,10/3/1910,9/19/1992,956,956,956,"[{},{}]"
957,Elroy,Spender,Male,7/18/2011,2/4/1972,957,957,957,[{}]
958,Benoite,Jedryka,Male,1/26/1928,8/5/1954,958,958,958,"[{},{}]"
959,Angelico,Chipchase,Female,8/12/1964,8/6/1907,959,959,959,"[{},{},{}]"
960,Swen,Machon,Female,12/3/1943,8/28/1900,960,960,960,"[{},{}]"
961,Anastasia,Worthing,Female,12/30/1924,3/5/1999,961,961,961,[]
962,Elfrieda,Dugan,Female,11/18/1931,6/22/1951,962,962,962,"[{},{},{}]"
963,Albie,Ivison,Female,9/11/1921,1/25/1939,963,963,963,"[{},{},{},{},{}]"
964,Yolande,Toffoloni,Male,12/15/1918,9/2/1989,964,964,964,"[{},{},{},{},{}]"
965,Georgena,Trett,Male,1/3/1960,9/13/1941,965,965,965,"[{},{},{},{}]"
966,Andrus,Ackery,Male,3/26/1997,5/22/1943,966,966,966,[]
967,Barnabas,Curner,Female,6/21/1964,11/6/1956,967,967,967,"[{},{},{},{},{}]"
968,Kenyon,Marcoolyn,Male,12/10/2015,8/11/2010,968,968,968,[{}]
969,Antonina,Fardon,Female,3/16/1947,2/21/1997,969,969,969,"[{},{},{},{}]"
970,Avrom,Klemensiewicz,Male,5/25/1952,12/31/1996,970,970,970,"[{},{},{},{},{}]"
971,Joyan,Wellsman,Male,8/2/1957,9/20/1985,971,971,971,[]
972,Bernhard,Dockray,Male,2/26/1907,11/29/1975,972,972,972,[]
973,Leodora,Duiged,Male,7/12/1917,1/26/1946,973,973,973,"[{},{},{}]"
974,Rozalie,Doud,Female,6/17/1934,4/30/1906,974,974,974,"[{},{},{},{}]"
975,Hillel,Marfe,Male,7/26/1965,7/7/1924,975,975,975,[{}]
976,Allister,Moffat,Male,1/11/1969,7/26/2009,976,976,976,[]
977,Moore,Fownes,Male,12/11/1978,1/25/1944,977,977,977,"[{},{},{},{}]"
978,Bettina,Van der Velden,Male,10/23/1984,2/28/1961,978,978,978,[{}]
979,Tonia,McMylor,Male,5/11/1991,6/6/1978,979,979,979,"[{},{},{},{}]"
980,Catriona,Thirlwall,Male,8/3/1914,1/9/1914,980,980,980,[]
981,Lelah,Edmund,Male,10/15/1930,11/3/1999,981,981,981,[]
982,Margeaux,Treher,Male,8/19/1946,4/11/1909,982,982,982,[{}]
983,Tammy,Burrells,Female,7/21/1942,7/11/2005,983,983,983,[{}]
984,Perceval,Spellward,Male,5/18/1920,11/25/1984,984,984,984,[]
985,Emmanuel,Peres,Male,10/14/1971,2/19/1906,985,985,985,"[{},{}]"
986,Karee,Roseblade,Male,9/4/2006,9/14/2005,986,986,986,"[{},{},{}]"
987,Abigail,Sidlow,Female,4/13/1915,5/1/1997,987,987,987,[{}]
988,Consolata,Casine,Male,7/20/2007,11/17/1929,988,988,988,"[{},{},{},{},{}]"
989,Lennard,Souza,Female,4/10/1969,6/18/1995,989,989,989,[]
990,Courtney,Ferronet,Female,3/24/2010,11/4/1912,990,990,990,[]
991,Cloe,Chesman,Male,2/10/1906,10/12/1906,991,991,991,[]
992,Erica,Pikett,Female,7/6/1936,10/14/1947,992,992,992,[]
993,Annemarie,Verriour,Female,11/25/1902,6/7/1936,993,993,993,"[{},{},{},{},{}]"
994,Marie,Pittendreigh,Male,9/2/2003,8/5/1951,994,994,994,"[{},{},{},{}]"
995,Carlin,Riccione,Female,5/2/1956,12/18/1949,995,995,995,[]
996,Sunny,Cyphus,Female,10/3/1961,12/26/1986,996,996,996,"[{},{},{}]"
997,Theodosia,Sirl,Female,8/21/1957,7/12/1999,997,997,997,"[{},{},{}]"
998,Valle,Lakenton,Male,9/23/2006,2/19/2004,998,998,998,[{}]
999,Monty,Garford,Female,5/25/1994,6/10/1955,999,999,999,"[{},{},{},{},{}]"
1000,Wiley,Biddlecombe,Male,5/27/1928,12/26/1901,1000,1000,1000,"[{},{}]"
